[2026-04-09T08:41:13.250Z] GET https://bunny.net/pricing/ → 200 (329ms, 801836B)
[2026-04-09T08:41:13.585Z] GET https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js → 200 (185ms, 24915B)
[2026-04-09T08:41:13.865Z] GET https://bunny.net/static/bunnynet-dark-d6a41260b1e4b665cb2dc413e3eb84ca.svg → 200 (42ms, 13188B)
[2026-04-09T08:41:13.865Z] GET https://bunny.net/images/bunny-cdn-icon-modern.svg → 200 (46ms, ?B)
[2026-04-09T08:41:13.865Z] GET https://bunny.net/images/global-network-cdn.svg → 200 (245ms, ?B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/features.svg → 200 (46ms, 995B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/safe-hop-bunny.svg → 200 (53ms, 1459B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/pc.svg → 200 (46ms, 1147B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/adjustable-pricing.svg → 200 (205ms, 1031B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/bunny-stream-icon-orange.svg → 200 (202ms, 12479B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/video-delivery.svg → 200 (53ms, 888B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/video-player.svg → 200 (202ms, ?B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/media-cage.svg → 200 (52ms, ?B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/enterprise-drm-mediacage.svg → 200 (52ms, 1484B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/most-reliable-cdn.svg → 200 (205ms, 1761B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/ai-automated-transcribed-subtitles.svg → 200 (203ms, 1024B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/bunny-storage-icon-orange.svg → 200 (203ms, 17106B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/edge-storage.svg → 200 (203ms, 1222B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/ssd-storage-bunny.svg → 200 (205ms, 1763B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/bunny-optimizer-icon-orange.svg → 200 (204ms, 24088B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/image-cdn.svg → 200 (206ms, 1497B)
[2026-04-09T08:41:13.866Z] GET https://bunny.net/images/image-optimization.svg → 200 (202ms, 1183B)
[2026-04-09T08:41:13.867Z] GET https://bunny.net/images/bunny-dns-icon-orange.svg → 200 (203ms, 15169B)
[2026-04-09T08:41:13.867Z] GET https://bunny.net/images/bunny-scriptable-dns-line.svg → 200 (204ms, 1197B)
[2026-04-09T08:41:13.867Z] GET https://bunny.net/images/Magic-Containers-Icon.svg → 200 (205ms, 4583B)
[2026-04-09T08:41:13.867Z] GET https://bunny.net/images/Orange-Linear-Magic-Containers.svg → 200 (204ms, ?B)
[2026-04-09T08:41:13.867Z] GET https://bunny.net/images/Orange-linear-icons/magic-containers-documentation-icon-light-orange.svg → 200 (204ms, ?B)
[2026-04-09T08:41:13.886Z] GET https://bunny.net/static/fa-solid-900-54dfc8f551be346014e424fe36b4b0e3.woff2 → 200 (227ms, 137104B)
[2026-04-09T08:41:13.889Z] GET https://fonts.bunny.net/css2?family=Rubik:wght@300;400;500;600;700&display=swap → pending (?ms, ?B)
[2026-04-09T08:41:13.889Z] GET https://bunny.net/images/2025-Icons/Bunny-Database.webp → 200 (223ms, 6524B)
[2026-04-09T08:41:13.889Z] GET https://bunny.net/images/Bunny-Database-orange.svg → 200 (221ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/Orange-linear-icons/database-documentation-icon-orange.svg → 200 (223ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/edge-scripting-menu-icon.svg → 200 (220ms, 5280B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/edge-scripting-icon-light.svg → 200 (223ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/Payment_Option.svg → 200 (223ms, 1459B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/edge-scripting-documentation-icon-light.svg → 200 (227ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/Bunny-Shield-Icon.svg → 200 (223ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/WAF-Icon.svg → 200 (223ms, 13364B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/Bunny-Shield-Payment-Icon.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/Shield-Documentation-Icon.svg → 200 (227ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/bunny-fonts-icon-orange.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/bunny-fonts.svg → 200 (224ms, 1002B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/api.svg → 200 (227ms, 777B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/www.svg → 200 (223ms, ?B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/security.svg → 200 (227ms, 1482B)
[2026-04-09T08:41:13.890Z] GET https://bunny.net/images/by-industry.svg → 200 (226ms, 49167B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/ecommerce-bunny-net.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/bunny-passion.svg → 200 (226ms, 2091B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/frame-1914.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/check-list.svg → 200 (227ms, 862B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/super-bunny.svg → 200 (226ms, 2703B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/learning-bunny.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/get-in-touch-with-us.svg → 200 (226ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/network-routing.svg → 200 (227ms, 1803B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/save-money.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/payment-options.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/our-mission.svg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/images/Jerry-Caloroso-OneStudio.jpg → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/app-91975aefa0dfae4b2e07.js → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/framework-5c94f8705ee981d74e43.js → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/webpack-runtime-1432ffb3a299cbd5d3ca.js → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://matomo.bunny.net/matomo.js → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://chat.bunny.net/chat.js → pending (?ms, ?B)
[2026-04-09T08:41:13.891Z] GET https://bunny.net/piwik.js → pending (?ms, ?B)
[2026-04-09T08:41:14.256Z] GET https://bunny.net/not-found/ → 404 (84ms, ?B)
[2026-04-09T08:41:14.709Z] GET https://posthog2.fluffleinfra.net/static/array.js → pending (?ms, ?B)
[2026-04-09T08:41:14.716Z] GET https://bunny.net/page-data/app-data.json → 200 (46ms, 50B)
[2026-04-09T08:41:14.716Z] GET https://bunny.net/page-data/pricing/page-data.json → 200 (39ms, 252285B)
[2026-04-09T08:41:14.729Z] GET https://bunny.net/static/carrots-il-f63ff5dc1ed05f1fbb024607afc89177.svg → 200 (32ms, 15700B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/static/free-trial-center-1d10925b731d082b182a4315f89bb760.svg → 200 (32ms, 30474B)
[2026-04-09T08:41:14.730Z] GET https://fonts.bunny.net/rubik/files/rubik-latin-700-normal.woff2 → 200 (162ms, 19112B)
[2026-04-09T08:41:14.730Z] GET https://fonts.bunny.net/rubik/files/rubik-latin-400-normal.woff2 → 200 (209ms, 18936B)
[2026-04-09T08:41:14.730Z] GET https://fonts.bunny.net/rubik/files/rubik-latin-500-normal.woff2 → 200 (196ms, 19036B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/static/fa-brands-400-758817162cf589db07115f7bc9e4f8d8.woff2 → 200 (54ms, 118976B)
[2026-04-09T08:41:14.730Z] GET https://fonts.bunny.net/rubik/files/rubik-latin-300-normal.woff2 → 200 (176ms, 17556B)
[2026-04-09T08:41:14.730Z] GET https://fonts.bunny.net/rubik/files/rubik-latin-600-normal.woff2 → 200 (186ms, 19060B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/Bunny_CDN_Logo.svg → 200 (59ms, 8922B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/Side%20Bunny.svg → 200 (61ms, 59746B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/Bunny_Stream_Logo.svg → 200 (41ms, 12600B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/Bunny_Storage_Icon1.svg → 200 (59ms, 17135B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/Bunny-Product-Icons/Bunny-Optimizer-Icon.svg → 200 (58ms, 24325B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/Bunny_DNS_Logo.svg → 200 (53ms, 15188B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/edge-scripting-code-icon.svg → 200 (59ms, 5280B)
[2026-04-09T08:41:14.730Z] GET https://bunny.net/images/2025-Icons/Bunny-Database.svg → 200 (61ms, ?B)
[2026-04-09T08:41:14.764Z] GET https://bunny.net/commons-dc39dddaa36daacac67b.js → 200 (75ms, 85951B)
[2026-04-09T08:41:14.764Z] GET https://bunny.net/c3cc495e85ce1c255d2879a48d23f776cd39fa15-12d91d8d18bb2b678e1d.js → 200 (75ms, 131562B)
[2026-04-09T08:41:14.764Z] GET https://bunny.net/f42ff2403483af4253546554897cc66ecdc598d7-643f0cc06fda69d4fc0b.js → 200 (76ms, 75530B)
[2026-04-09T08:41:14.764Z] GET https://bunny.net/f1360e94e2e30dbeea7e60c04ed0f3bbc99dc8c6-7da494e8de91670cb9ce.js → 200 (103ms, 923291B)
[2026-04-09T08:41:14.764Z] GET https://bunny.net/component---src-templates-regular-js-44173975b65c126c5a7f.js → 200 (98ms, 512B)
[2026-04-09T08:41:16.705Z] GET https://posthog2.fluffleinfra.net/array/phc_x3EqlhW0L1XJarYJUfZAEdBa0lcSuyZjD3lh4qDfSxb/config.js → pending (?ms, ?B)
[2026-04-09T08:41:16.705Z] POST https://posthog2.fluffleinfra.net/decide/?v=4&ip=1&_=1775724076702&ver=1.249.3&compression=base64 → pending (?ms, ?B)
[2026-04-09T08:41:17.275Z] GET https://posthog2.fluffleinfra.net/static/dead-clicks-autocapture.js?v=1.249.3 → 200 (183ms, 12626B)
[2026-04-09T08:41:17.275Z] GET https://posthog2.fluffleinfra.net/static/surveys.js?v=1.249.3 → 200 (461ms, 75347B)
[2026-04-09T08:41:17.275Z] GET https://posthog2.fluffleinfra.net/static/web-vitals.js?v=1.249.3 → 200 (183ms, 10422B)
[2026-04-09T08:41:17.737Z] GET https://posthog2.fluffleinfra.net/api/surveys/?token=phc_x3EqlhW0L1XJarYJUfZAEdBa0lcSuyZjD3lh4qDfSxb&ip=1&_=1775724077737&ver=1.249.3 → 200 (223ms, 2950B)
[2026-04-09T08:41:18.335Z] POST https://matomo.bunny.net/matomo.php?action_name=bunny.net%2FCDN%20Pricing%20%7C%20Affordable%20Pay%20As%20You%20Go%20CDN%20%7C%20bunny.net&idsite=1&rec=1&r=399528&h=14&m=11&s=18&url=https%3A%2F%2Fbunny.net%2Fpricing%2F&_id=83ba4f2e38452d8a&_idn=1&send_image=0&_refts=0&pv_id=JGQH6A&pf_net=151&pf_srv=176&pf_tfr=274&uadata=%7B%22formFactors%22%3A%5B%22Desktop%22%5D%2C%22fullVersionList%22%3A%5B%7B%22brand%22%3A%22Not%3AA-Brand%22%2C%22version%22%3A%2299.0.0.0%22%7D%2C%7B%22brand%22%3A%22HeadlessChrome%22%2C%22version%22%3A%22145.0.7632.6%22%7D%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22145.0.7632.6%22%7D%5D%2C%22mobile%22%3Afalse%2C%22model%22%3A%22%22%2C%22platform%22%3A%22macOS%22%2C%22platformVersion%22%3A%2226.4.0%22%7D&cookie=1&res=1280x720 → 204 (269ms, ?B)
[2026-04-09T08:41:18.337Z] GET https://widget.trustpilot.com/trustboxes/5419b6ffb0d04a076446a9af/index.html?templateId=5419b6ffb0d04a076446a9af&businessunitId=60ae96c09f902b0001b4569c → 200 (12ms, ?B)
[2026-04-09T08:41:18.359Z] GET https://bunny.net/images24/making-the-internet-hop-faster-bunnynet.svg → 200 (43ms, 63648B)
[2026-04-09T08:41:18.371Z] GET https://widget.trustpilot.com/trustboxes/5419b6ffb0d04a076446a9af/index.html?templateId=5419b6ffb0d04a076446a9af&businessunitId=60ae96c09f902b0001b4569c → 200 (?ms, 14937B)
[2026-04-09T08:41:18.378Z] GET https://bunny.net/bn-cookies/Bunny%20Cookies.svg → 200 (39ms, 78562B)
[2026-04-09T08:41:18.378Z] GET https://bunny.net/images24/bunny-is-hiring.svg → 200 (42ms, 41527B)
[2026-04-09T08:41:18.379Z] GET https://widget.trustpilot.com/trustboxes/5419b6ffb0d04a076446a9af/main.js → 200 (16ms, 92028B)
[2026-04-09T08:41:18.399Z] GET https://widget.trustpilot.com/trustbox-data/5419b6ffb0d04a076446a9af?businessUnitId=60ae96c09f902b0001b4569c&locale=en-US&random=SbLz37NtAFvmvVmesiD2 → 200 (204ms, 1056B)
[2026-04-09T08:41:18.402Z] GET https://widget.trustpilot.com/stats/TrustboxImpression?locale=en-US&styleHeight=20px&styleWidth=100%25&token=5db9c78b-d326-49cd-833f-4ff46d856fb1&theme=light&url=https%3A%2F%2Fbunny.net%2Fpricing%2F&referrer=&userAgent=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F145.0.7632.6%20Safari%2F537.36&language=en-US&platform=MacIntel&nosettings=1&businessUnitId=60ae96c09f902b0001b4569c&widgetId=5419b6ffb0d04a076446a9af → 204 (184ms, ?B)
[2026-04-09T08:41:21.385Z] GET https://bunny.net/page-data/careers/page-data.json → 200 (74ms, ?B)
[2026-04-09T08:41:21.460Z] GET https://bunny.net/page-data/careers/page-data.json → 200 (?ms, 284957B)
[2026-04-09T08:41:21.461Z] GET https://bunny.net/component---src-templates-regular-js-44173975b65c126c5a7f.js → 200 (1ms, ?B)
[2026-04-09T08:41:26.868Z] GET https://bunny.net/pricing/storage/ → pending (?ms, ?B)
[2026-04-09T08:41:28.417Z] GET https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js → 200 (?ms, 24915B)
[2026-04-09T08:41:28.436Z] GET https://bunny.net/static/bunnynet-dark-d6a41260b1e4b665cb2dc413e3eb84ca.svg → 200 (?ms, 13188B)
[2026-04-09T08:41:28.436Z] GET https://bunny.net/images/bunny-cdn-icon-modern.svg → 200 (1ms, 8985B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/global-network-cdn.svg → 200 (?ms, 1424B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/features.svg → 200 (?ms, 995B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/safe-hop-bunny.svg → 200 (?ms, 1459B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/pc.svg → 200 (?ms, 1147B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/adjustable-pricing.svg → 200 (?ms, 1031B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/bunny-stream-icon-orange.svg → 200 (?ms, 12479B)
[2026-04-09T08:41:28.437Z] GET https://bunny.net/images/video-delivery.svg → 200 (?ms, 888B)
[2026-04-09T08:41:28.438Z] GET https://bunny.net/images/video-player.svg → 200 (?ms, 661B)
[2026-04-09T08:41:28.438Z] GET https://bunny.net/images/media-cage.svg → 200 (?ms, 1046B)
[2026-04-09T08:41:28.438Z] GET https://bunny.net/images/enterprise-drm-mediacage.svg → 200 (?ms, 1484B)
[2026-04-09T08:41:28.439Z] GET https://bunny.net/most-reliable-cdn.svg → 200 (?ms, 1761B)
[2026-04-09T08:41:28.439Z] GET https://bunny.net/images/ai-automated-transcribed-subtitles.svg → 200 (?ms, 1024B)
[2026-04-09T08:41:28.439Z] GET https://bunny.net/images/bunny-storage-icon-orange.svg → 200 (?ms, 17106B)
[2026-04-09T08:41:28.439Z] GET https://bunny.net/images/edge-storage.svg → 200 (?ms, 1222B)
[2026-04-09T08:41:28.439Z] GET https://bunny.net/images/ssd-storage-bunny.svg → 200 (?ms, 1763B)
[2026-04-09T08:41:28.439Z] GET https://bunny.net/images/bunny-optimizer-icon-orange.svg → 200 (1ms, 24088B)
[2026-04-09T08:41:28.440Z] GET https://bunny.net/images/image-cdn.svg → 200 (?ms, 1497B)
[2026-04-09T08:41:28.440Z] GET https://bunny.net/images/image-optimization.svg → 200 (1ms, 1183B)
[2026-04-09T08:41:28.441Z] GET https://bunny.net/images/bunny-dns-icon-orange.svg → 200 (?ms, 15169B)
[2026-04-09T08:41:28.441Z] GET https://bunny.net/images/bunny-scriptable-dns-line.svg → 200 (?ms, 1197B)
[2026-04-09T08:41:28.441Z] GET https://bunny.net/images/Magic-Containers-Icon.svg → 200 (?ms, 4583B)
[2026-04-09T08:41:28.442Z] GET https://bunny.net/images/Orange-Linear-Magic-Containers.svg → 200 (?ms, 13450B)
[2026-04-09T08:41:28.442Z] GET https://bunny.net/images/Orange-linear-icons/magic-containers-documentation-icon-light-orange.svg → 200 (?ms, 1415B)
[2026-04-09T08:41:28.442Z] GET https://bunny.net/images/2025-Icons/Bunny-Database.webp → 200 (1ms, 6524B)
[2026-04-09T08:41:28.443Z] GET https://bunny.net/images/Bunny-Database-orange.svg → 200 (?ms, 785B)
[2026-04-09T08:41:28.443Z] GET https://bunny.net/images/Orange-linear-icons/database-documentation-icon-orange.svg → 200 (?ms, 1332B)
[2026-04-09T08:41:28.443Z] GET https://bunny.net/edge-scripting-menu-icon.svg → 200 (?ms, 5280B)
[2026-04-09T08:41:28.443Z] GET https://bunny.net/edge-scripting-icon-light.svg → 200 (?ms, 1336B)
[2026-04-09T08:41:28.443Z] GET https://bunny.net/images/Payment_Option.svg → 200 (?ms, 1459B)
[2026-04-09T08:41:28.443Z] GET https://bunny.net/edge-scripting-documentation-icon-light.svg → 200 (1ms, 1415B)
